# f [Hz], A [dBV]
# 
41854.636591,-73.901200
42105.263158,-74.059940
42355.889724,-73.954120
42606.516291,-74.083470
42857.142857,-73.948230
43107.769424,-73.995270
43358.395990,-73.936480
43609.022556,-73.842410
43859.649123,-73.813010
44110.275689,-73.765980
44360.902256,-73.877690
44611.528822,-73.860050
44862.155388,-73.871800
45112.781955,-73.836520
45363.408521,-73.883560
45614.035088,-74.007030
45864.661654,-73.930600
46115.288221,-73.871800
46365.914787,-73.830650
46616.541353,-73.730700
46867.167920,-73.836520
47117.794486,-73.783610
47368.421053,-73.642500
47619.047619,-73.771850
47869.674185,-73.912960
48120.300752,-73.736570
48370.927318,-73.683660
48621.553885,-73.848280
48872.180451,-73.683660
49122.807018,-73.842410
49373.433584,-73.789490
49624.060150,-73.889440
49874.686717,-73.765980
50125.313283,-73.530790
50375.939850,-73.842410
50626.566416,-73.730700
50877.192982,-73.754210
51127.819549,-73.813010
51378.446115,-73.783610
51629.072682,-73.754210
51879.699248,-73.489640
52130.325815,-73.912960
52380.952381,-73.742450
52631.578947,-73.613110
52882.205514,-73.836520
53132.832080,-73.748340
53383.458647,-73.513150
53634.085213,-73.918840
53884.711779,-73.836520
54135.338346,-73.801250
54385.964912,-73.742450
54636.591479,-73.648380
54887.218045,-73.689540
55137.844612,-73.760090
55388.471178,-73.707180
55639.097744,-73.566070
55889.724311,-73.677780
56140.350877,-73.795370
56390.977444,-73.818890
56641.604010,-73.818890
56892.230576,-73.830650
57142.857143,-73.595470
57393.483709,-73.695420
57644.110276,-73.713060
57894.736842,-73.813010
58145.363409,-73.618990
58395.989975,-73.730700
58646.616541,-73.877690
58897.243108,-73.795370
59147.869674,-73.754210
59398.496241,-73.636620
59649.122807,-73.748340
59899.749373,-73.707180
60150.375940,-73.818890
60401.002506,-73.701300
60651.629073,-73.801250
60902.255639,-73.713060
61152.882206,-73.771850
61403.508772,-73.671900
61654.135338,-73.877690
61904.761905,-73.742450
62155.388471,-73.742450
62406.015038,-73.683660
62656.641604,-73.777730
62907.268170,-73.736570
63157.894737,-73.589580
63408.521303,-73.483760
63659.147870,-73.618990
63909.774436,-73.648380
64160.401003,-73.613110
64411.027569,-73.642500
64661.654135,-73.607220
64912.280702,-73.542550
65162.907268,-73.677780
65413.533835,-73.654260
65664.160401,-73.666020
65914.786967,-73.666020
66165.413534,-73.677780
66416.040100,-73.754210
66666.666667,-73.630740
66917.293233,-73.536670
67167.919799,-73.630740
67418.546366,-73.742450
67669.172932,-73.707180
67919.799499,-73.560190
68170.426065,-73.630740
68421.052632,-73.701300
68671.679198,-73.813010
68922.305764,-73.730700
69172.932331,-73.842410
69423.558897,-73.718930
69674.185464,-73.695420
69924.812030,-73.571950
70175.438596,-73.589580
70426.065163,-73.624860
70676.691729,-73.683660
70927.318296,-73.519040
71177.944862,-73.607220
71428.571429,-73.577830
71679.197995,-73.666020
71929.824561,-73.689540
72180.451128,-73.560190
72431.077694,-73.701300
72681.704261,-73.542550
72932.330827,-73.818890
73182.957393,-73.807130
73433.583960,-73.677780
73684.210526,-73.724820
73934.837093,-73.718930
74185.463659,-73.489640
74436.090226,-73.430840
74686.716792,-73.718930
74937.343358,-73.548430
75187.969925,-73.783610
75438.596491,-73.671900
75689.223058,-73.830650
75939.849624,-73.807130
76190.476190,-73.777730
76441.102757,-73.777730
76691.729323,-73.542550
76942.355890,-73.648380
77192.982456,-73.660140
77443.609023,-73.718930
77694.235589,-73.601350
77944.862155,-73.630740
78195.488722,-73.613110
78446.115288,-73.601350
78696.741855,-73.630740
78947.368421,-73.636620
79197.994987,-73.448480
79448.621554,-73.507270
79699.248120,-73.642500
79949.874687,-73.707180
80200.501253,-73.607220
80451.127820,-73.542550
80701.754386,-73.560190
80952.380952,-73.666020
81203.007519,-73.783610
81453.634085,-73.683660
81704.260652,-73.683660
81954.887218,-73.666020
82205.513784,-73.848280
82456.140351,-73.713060
82706.766917,-73.883560
82957.393484,-73.483760
83208.020050,-73.748340
83458.646617,-73.912960
83709.273183,-73.689540
83959.899749,-73.683660
84210.526316,-73.807130
84461.152882,-73.654260
84711.779449,-73.830650
84962.406015,-73.748340
85213.032581,-73.889440
85463.659148,-73.760090
85714.285714,-73.742450
85964.912281,-73.677780
86215.538847,-73.789490
86466.165414,-73.695420
86716.791980,-73.760090
86967.418546,-73.695420
87218.045113,-73.795370
87468.671679,-73.842410
87719.298246,-73.589580
87969.924812,-73.789490
88220.551378,-73.666020
88471.177945,-73.795370
88721.804511,-73.760090
88972.431078,-73.818890
89223.057644,-73.724820
89473.684211,-73.824770
89724.310777,-73.730700
89974.937343,-73.795370
90225.563910,-74.012910
90476.190476,-73.783610
90726.817043,-73.783610
90977.443609,-73.765980
91228.070175,-73.642500
91478.696742,-73.695420
91729.323308,-73.836520
91979.949875,-73.795370
92230.576441,-73.765980
92481.203008,-73.877690
92731.829574,-73.789490
92982.456140,-74.030550
93233.082707,-73.836520
93483.709273,-73.742450
93734.335840,-73.948230
93984.962406,-73.860050
94235.588972,-73.777730
94486.215539,-73.954120
94736.842105,-74.012910
94987.468672,-73.912960
95238.095238,-73.730700
95488.721805,-73.654260
95739.348371,-73.965870
95989.974937,-74.065830
96240.601504,-73.095710
96491.228070,-74.018790
96741.854637,-73.901200
96992.481203,-73.818890
97243.107769,-73.907080
97493.734336,-74.001150
97744.360902,-74.054070
97994.987469,-73.895320
98245.614035,-73.960000
98496.240602,-74.018790
98746.867168,-73.842410
98997.493734,-73.918840
99248.120301,-73.871800
99498.746867,-73.983510
99749.373434,-73.977630
100000.000000,-74.018790
