# f [Hz], A [dBV]
# 
57142.857143,-71.438710
57393.483709,-71.515140
57644.110276,-71.521020
57894.736842,-71.403430
58145.363409,-71.250560
58395.989975,-71.180010
58646.616541,-71.185890
58897.243108,-71.244690
59147.869674,-71.356400
59398.496241,-71.368160
59649.122807,-71.321120
59899.749373,-71.279960
60150.375940,-71.338760
60401.002506,-71.421070
60651.629073,-71.374030
60902.255639,-71.321120
61152.882206,-71.274080
61403.508772,-71.209410
61654.135338,-71.227050
61904.761905,-71.274080
62155.388471,-71.203530
62406.015038,-71.127100
62656.641604,-71.109460
62907.268170,-71.009510
63157.894737,-70.909550
63408.521303,-70.921310
63659.147870,-71.009510
63909.774436,-71.091820
64160.401003,-71.109460
64411.027569,-71.097700
64661.654135,-71.097700
64912.280702,-71.021270
65162.907268,-70.980110
65413.533835,-71.038900
65664.160401,-71.027150
65914.786967,-70.862520
66165.413534,-70.668500
66416.040100,-70.633220
66666.666667,-70.774330
66917.293233,-70.909550
67167.919799,-70.944830
67418.546366,-70.944830
67669.172932,-70.833120
67919.799499,-70.709650
68170.426065,-70.662620
68421.052632,-70.780200
68671.679198,-70.874280
68922.305764,-70.880160
69172.932331,-70.803720
69423.558897,-70.780200
69674.185464,-70.856640
69924.812030,-70.915440
70175.438596,-70.956590
70426.065163,-70.927190
70676.691729,-70.827240
70927.318296,-70.762570
71177.944862,-70.656740
71428.571429,-70.586180
71679.197995,-70.639100
71929.824561,-70.586180
72180.451128,-70.539150
72431.077694,-70.586180
72681.704261,-70.574420
72932.330827,-70.550910
73182.957393,-70.521510
73433.583960,-70.445080
73684.210526,-70.386280
73934.837093,-70.398040
74185.463659,-70.380400
74436.090226,-70.433320
74686.716792,-70.403920
74937.343358,-70.368640
75187.969925,-70.403920
75438.596491,-70.374520
75689.223058,-70.427440
75939.849624,-70.509750
76190.476190,-70.492110
76441.102757,-70.474470
76691.729323,-70.409800
76942.355890,-70.351000
77192.982456,-70.298090
77443.609023,-70.256930
77694.235589,-70.303970
77944.862155,-70.415680
78195.488722,-70.439200
78446.115288,-70.368640
78696.741855,-70.309840
78947.368421,-70.292210
79197.994987,-70.309840
79448.621554,-70.251050
79699.248120,-70.151100
79949.874687,-70.151100
80200.501253,-70.180500
80451.127820,-70.174620
80701.754386,-70.162860
80952.380952,-70.268690
81203.007519,-70.351000
81453.634085,-70.309840
81704.260652,-70.256930
81954.887218,-70.204020
82205.513784,-70.303970
82456.140351,-70.480350
82706.766917,-70.497990
82957.393484,-70.421560
83208.020050,-70.327480
83458.646617,-70.286330
83709.273183,-70.327480
83959.899749,-70.362760
84210.526316,-70.362760
84461.152882,-70.421560
84711.779449,-70.480350
84962.406015,-70.480350
85213.032581,-70.450950
85463.659148,-70.356880
85714.285714,-70.262810
85964.912281,-70.139340
86215.538847,-70.015870
86466.165414,-69.904160
86716.791980,-69.904160
86967.418546,-70.092300
87218.045113,-70.268690
87468.671679,-70.368640
87719.298246,-70.339240
87969.924812,-70.262810
88220.551378,-70.209900
88471.177945,-70.127580
88721.804511,-69.980590
88972.431078,-69.892400
89223.057644,-69.886520
89473.684211,-69.986470
89724.310777,-70.127580
89974.937343,-70.151100
90225.563910,-70.127580
90476.190476,-70.009990
90726.817043,-69.957080
90977.443609,-70.027630
91228.070175,-70.086430
91478.696742,-70.156980
91729.323308,-70.262810
91979.949875,-70.233410
92230.576441,-70.162860
92481.203008,-70.051150
92731.829574,-69.939440
92982.456140,-69.980590
93233.082707,-70.051150
93483.709273,-70.068790
93734.335840,-70.045270
93984.962406,-69.974720
94235.588972,-69.857120
94486.215539,-69.833610
94736.842105,-69.886520
94987.468672,-69.939440
95238.095238,-69.927680
95488.721805,-69.874760
95739.348371,-69.798330
95989.974937,-69.845370
96240.601504,-69.980590
96491.228070,-70.027630
96741.854637,-70.051150
96992.481203,-70.086430
97243.107769,-70.039390
97493.734336,-69.974720
97744.360902,-70.004110
97994.987469,-70.109940
98245.614035,-70.204020
98496.240602,-70.180500
98746.867168,-69.986470
98997.493734,-69.810090
99248.120301,-69.721900
99498.746867,-69.663100
99749.373434,-69.668980
100000.000000,-69.727780
