# f [Hz], A [dBV]
# 
66416.040100,-76.138370
66666.666667,-76.244200
66917.293233,-76.238320
67167.919799,-76.279480
67418.546366,-76.173650
67669.172932,-76.056060
67919.799499,-76.009020
68170.426065,-76.150130
68421.052632,-76.197160
68671.679198,-76.203040
68922.305764,-76.273600
69172.932331,-76.179520
69423.558897,-76.179520
69674.185464,-75.973740
69924.812030,-75.979620
70175.438596,-75.991380
70426.065163,-75.703290
70676.691729,-75.909070
70927.318296,-75.903190
71177.944862,-76.009020
71428.571429,-76.014900
71679.197995,-75.950230
71929.824561,-76.103090
72180.451128,-76.020780
72431.077694,-75.991380
72681.704261,-75.967860
72932.330827,-76.026660
73182.957393,-75.991380
73433.583960,-75.903190
73684.210526,-75.938470
73934.837093,-75.920830
74185.463659,-75.815000
74436.090226,-75.803240
74686.716792,-75.926710
74937.343358,-75.803240
75187.969925,-75.867910
75438.596491,-75.938470
75689.223058,-75.879670
75939.849624,-75.926710
76190.476190,-76.020780
76441.102757,-76.279480
76691.729323,-75.961980
76942.355890,-75.967860
77192.982456,-75.803240
77443.609023,-75.756200
77694.235589,-75.973740
77944.862155,-75.803240
78195.488722,-75.544540
78446.115288,-75.691530
78696.741855,-75.468110
78947.368421,-75.756200
79197.994987,-76.014900
79448.621554,-76.044300
79699.248120,-76.126610
79949.874687,-75.944350
80200.501253,-75.961980
80451.127820,-75.961980
80701.754386,-75.897310
80952.380952,-75.785600
81203.007519,-76.156010
81453.634085,-76.079570
81704.260652,-75.944350
81954.887218,-75.826760
82205.513784,-76.103090
82456.140351,-75.967860
82706.766917,-76.003140
82957.393484,-75.879670
83208.020050,-75.873790
83458.646617,-75.956100
83709.273183,-75.844390
83959.899749,-75.903190
84210.526316,-75.903190
84461.152882,-75.838520
84711.779449,-75.762080
84962.406015,-75.720920
85213.032581,-75.644490
85463.659148,-75.797360
85714.285714,-75.679770
85964.912281,-75.691530
86215.538847,-75.815000
86466.165414,-75.556300
86716.791980,-75.673890
86967.418546,-75.715050
87218.045113,-75.673890
87468.671679,-75.579820
87719.298246,-75.785600
87969.924812,-75.803240
88220.551378,-75.744440
88471.177945,-75.632730
88721.804511,-75.556300
88972.431078,-75.632730
89223.057644,-75.662130
89473.684211,-75.579820
89724.310777,-75.409310
89974.937343,-75.350520
90225.563910,-75.332880
90476.190476,-75.632730
90726.817043,-75.532780
90977.443609,-75.638610
91228.070175,-75.456350
91478.696742,-75.456350
91729.323308,-75.526900
91979.949875,-75.615090
92230.576441,-75.609210
92481.203008,-75.556300
92731.829574,-75.609210
92982.456140,-75.638610
93233.082707,-75.491620
93483.709273,-75.468110
93734.335840,-75.426950
93984.962406,-75.250560
94235.588972,-74.974230
94486.215539,-75.338760
94736.842105,-75.473990
94987.468672,-75.456350
95238.095238,-75.227050
95488.721805,-75.268200
95739.348371,-75.697410
95989.974937,-75.538660
96240.601504,-75.609210
96491.228070,-75.797360
96741.854637,-75.726800
96992.481203,-75.556300
97243.107769,-75.626850
97493.734336,-75.409310
97744.360902,-75.620970
97994.987469,-75.485740
98245.614035,-75.515140
98496.240602,-75.321120
98746.867168,-75.403430
98997.493734,-75.385800
99248.120301,-75.473990
99498.746867,-75.562180
99749.373434,-75.532780
100000.000000,-75.479870
