# f [Hz], A [dBV]
# 
86466.165414,-114.245200
86716.791980,-114.280500
86967.418546,-114.162900
87218.045113,-114.192300
87468.671679,-114.268700
87719.298246,-114.251100
87969.924812,-114.292300
88220.551378,-114.192300
88471.177945,-114.209900
88721.804511,-114.157000
88972.431078,-114.145300
89223.057644,-113.863000
89473.684211,-113.780700
89724.310777,-113.716100
89974.937343,-112.587200
90225.563910,-108.154100
90476.190476,-113.769000
90726.817043,-113.610200
90977.443609,-113.463200
91228.070175,-113.645500
91478.696742,-113.733700
91729.323308,-113.739600
91979.949875,-113.663100
92230.576441,-113.386800
92481.203008,-113.533800
92731.829574,-113.439700
92982.456140,-113.257500
93233.082707,-112.534300
93483.709273,-112.810600
93734.335840,-112.775300
93984.962406,-111.229000
94235.588972,-110.370600
94486.215539,-112.863500
94736.842105,-112.969400
94987.468672,-112.975200
95238.095238,-112.928200
95488.721805,-112.969400
95739.348371,-112.663600
95989.974937,-113.081100
96240.601504,-112.663600
96491.228070,-113.092800
96741.854637,-113.116400
96992.481203,-113.145800
97243.107769,-113.128100
97493.734336,-113.028200
97744.360902,-112.998800
97994.987469,-113.075200
98245.614035,-112.898800
98496.240602,-113.022300
98746.867168,-112.969400
98997.493734,-113.004600
99248.120301,-113.010500
99498.746867,-112.969400
99749.373434,-112.940000
100000.000000,-112.152100
