# f [Hz], A [dBV]
# 
0.000000,-64.282350
250.626566,-69.856110
501.253133,-73.283850
751.879699,-73.795370
1002.506266,-74.818400
1253.132832,-75.065340
1503.759398,-75.000660
1754.385965,-75.435750
2005.012531,-75.441630
2255.639098,-75.253490
2506.265664,-75.635650
2756.892231,-75.565090
3007.518797,-75.523940
3258.145363,-75.441630
3508.771930,-75.518060
3759.398496,-75.535700
4010.025063,-75.488660
4260.651629,-75.506300
4511.278195,-75.494540
4761.904762,-75.594500
5012.531328,-75.676800
5263.157895,-75.488660
5513.784461,-75.559220
5764.411028,-75.488660
6015.037594,-75.623890
6265.664160,-75.559220
6516.290727,-75.394590
6766.917293,-75.471020
7017.543860,-75.447510
7268.170426,-75.465150
7518.796992,-75.612130
7769.423559,-75.400470
8020.050125,-75.371070
8270.676692,-75.523940
8521.303258,-75.606250
8771.929825,-75.388710
9022.556391,-75.553340
9273.182957,-75.365200
9523.809524,-75.482780
9774.436090,-75.371070
10025.062657,-75.353430
10275.689223,-75.500420
10526.315789,-75.471020
10776.942356,-75.206450
11027.568922,-75.224080
11278.195489,-75.335800
11528.822055,-75.288760
11779.448622,-75.294640
12030.075188,-75.324040
12280.701754,-75.265240
12531.328321,-75.165290
12781.954887,-75.265240
13032.581454,-75.247600
13283.208020,-75.465150
13533.834586,-75.359310
13784.461153,-75.447510
14035.087719,-75.282880
14285.714286,-75.277000
14536.340852,-75.324040
14786.967419,-75.259360
15037.593985,-75.265240
15288.220551,-75.147650
15538.847118,-75.218210
15789.473684,-75.294640
16040.100251,-75.047700
16290.726817,-75.241720
16541.353383,-75.324040
16791.979950,-75.141780
17042.606516,-75.147650
17293.233083,-75.130010
17543.859649,-75.212330
17794.486216,-75.135890
18045.112782,-75.159410
18295.739348,-75.218210
18546.365915,-75.006550
18796.992481,-74.977150
19047.619048,-75.130010
19298.245614,-75.000660
19548.872180,-75.159410
19799.498747,-75.130010
20050.125313,-75.112370
20300.751880,-75.153530
20551.378446,-75.024190
20802.005013,-74.935990
21052.631579,-75.000660
21303.258145,-75.030060
