# f [Hz], A [dBV]
# 
66416.040100,-74.115820
66666.666667,-74.186380
66917.293233,-74.104060
67167.919799,-74.204020
67418.546366,-74.068790
67669.172932,-74.098190
67919.799499,-74.204020
68170.426065,-74.127580
68421.052632,-74.062910
68671.679198,-74.004110
68922.305764,-74.092300
69172.932331,-74.033510
69423.558897,-73.939440
69674.185464,-74.162860
69924.812030,-73.951200
70175.438596,-74.204020
70426.065163,-73.757180
70676.691729,-73.880650
70927.318296,-74.092300
71177.944862,-74.009990
71428.571429,-74.121700
71679.197995,-74.080550
71929.824561,-74.092300
72180.451128,-74.021750
72431.077694,-74.180500
72681.704261,-74.062910
72932.330827,-74.057030
73182.957393,-74.062910
73433.583960,-74.074670
73684.210526,-74.098190
73934.837093,-74.045270
74185.463659,-74.162860
74436.090226,-73.904160
74686.716792,-73.904160
74937.343358,-74.121700
75187.969925,-74.004110
75438.596491,-74.098190
75689.223058,-74.068790
75939.849624,-74.115820
76190.476190,-74.151100
76441.102757,-74.215770
76691.729323,-74.015870
76942.355890,-74.021750
77192.982456,-74.015870
77443.609023,-74.004110
77694.235589,-74.221650
77944.862155,-74.109940
78195.488722,-73.804210
78446.115288,-73.951200
78696.741855,-74.104060
78947.368421,-74.162860
79197.994987,-74.174620
79448.621554,-74.156980
79699.248120,-74.139340
79949.874687,-74.045270
80200.501253,-74.098190
80451.127820,-74.121700
80701.754386,-73.998230
80952.380952,-74.151100
81203.007519,-74.274570
81453.634085,-74.180500
81704.260652,-74.133460
81954.887218,-74.121700
82205.513784,-74.174620
82456.140351,-74.080550
82706.766917,-74.156980
82957.393484,-74.156980
83208.020050,-74.145220
83458.646617,-74.280450
83709.273183,-74.174620
83959.899749,-74.315730
84210.526316,-74.045270
84461.152882,-74.057030
84711.779449,-74.074670
84962.406015,-74.080550
85213.032581,-74.074670
85463.659148,-74.133460
85714.285714,-74.086430
85964.912281,-74.109940
86215.538847,-74.033510
86466.165414,-74.080550
86716.791980,-74.239290
86967.418546,-74.092300
87218.045113,-74.133460
87468.671679,-74.186380
87719.298246,-74.057030
87969.924812,-74.168740
88220.551378,-74.086430
88471.177945,-74.033510
88721.804511,-74.009990
88972.431078,-74.033510
89223.057644,-74.109940
89473.684211,-73.968840
89724.310777,-74.039390
89974.937343,-74.039390
90225.563910,-73.910040
90476.190476,-74.204020
90726.817043,-74.009990
90977.443609,-73.974720
91228.070175,-74.051150
91478.696742,-74.033510
91729.323308,-74.080550
91979.949875,-74.186380
92230.576441,-74.104060
92481.203008,-74.092300
92731.829574,-74.133460
92982.456140,-74.227540
93233.082707,-73.939440
93483.709273,-73.998230
93734.335840,-74.080550
93984.962406,-74.180500
94235.588972,-73.745410
94486.215539,-74.092300
94736.842105,-74.115820
94987.468672,-73.945320
95238.095238,-73.898280
95488.721805,-73.933560
95739.348371,-74.151100
95989.974937,-74.156980
96240.601504,-73.580790
96491.228070,-74.209900
96741.854637,-74.027630
96992.481203,-74.174620
97243.107769,-74.186380
97493.734336,-74.127580
97744.360902,-74.303970
97994.987469,-74.227540
98245.614035,-74.021750
98496.240602,-74.245170
98746.867168,-74.151100
98997.493734,-74.098190
99248.120301,-74.227540
99498.746867,-74.251050
99749.373434,-74.245170
100000.000000,-74.121700
