# f [Hz], A [dBV]
# 
63408.521303,-74.236330
63659.147870,-74.212810
63909.774436,-74.330410
64160.401003,-74.106980
64411.027569,-74.130500
64661.654135,-74.124620
64912.280702,-73.936480
65162.907268,-73.965870
65413.533835,-74.183420
65664.160401,-73.977630
65914.786967,-74.024670
66165.413534,-74.106980
66416.040100,-74.095220
66666.666667,-74.206930
66917.293233,-74.230450
67167.919799,-74.165780
67418.546366,-73.989400
67669.172932,-74.071710
67919.799499,-74.124620
68170.426065,-73.977630
68421.052632,-74.077580
68671.679198,-74.007030
68922.305764,-74.071710
69172.932331,-74.001150
69423.558897,-74.212810
69674.185464,-74.007030
69924.812030,-74.077580
70175.438596,-74.130500
70426.065163,-74.159900
70676.691729,-73.877690
70927.318296,-74.101100
71177.944862,-74.189290
71428.571429,-74.206930
71679.197995,-74.348050
71929.824561,-74.077580
72180.451128,-74.136380
72431.077694,-73.965870
72681.704261,-74.236330
72932.330827,-73.995270
73182.957393,-74.224570
73433.583960,-74.201060
73684.210526,-74.118740
73934.837093,-74.183420
74185.463659,-73.960000
74436.090226,-74.248090
74686.716792,-74.195180
74937.343358,-74.236330
75187.969925,-74.077580
75438.596491,-74.148140
75689.223058,-74.189290
75939.849624,-74.101100
76190.476190,-74.159900
76441.102757,-74.206930
76691.729323,-74.048190
76942.355890,-74.136380
77192.982456,-74.001150
77443.609023,-74.095220
77694.235589,-74.124620
77944.862155,-73.842410
78195.488722,-74.071710
78446.115288,-74.159900
78696.741855,-74.089350
78947.368421,-74.106980
79197.994987,-74.189290
79448.621554,-74.007030
79699.248120,-74.171650
79949.874687,-74.118740
80200.501253,-74.083470
80451.127820,-74.189290
80701.754386,-74.095220
80952.380952,-74.089350
81203.007519,-74.112860
81453.634085,-74.242210
81704.260652,-74.095220
81954.887218,-74.130500
82205.513784,-74.277490
82456.140351,-74.195180
82706.766917,-74.112860
82957.393484,-73.995270
83208.020050,-74.277490
83458.646617,-74.189290
83709.273183,-74.224570
83959.899749,-74.101100
84210.526316,-74.042300
84461.152882,-74.018790
84711.779449,-74.048190
84962.406015,-73.971760
85213.032581,-74.218700
85463.659148,-74.065830
85714.285714,-74.253970
85964.912281,-74.189290
86215.538847,-74.101100
86466.165414,-74.083470
86716.791980,-74.101100
86967.418546,-73.960000
87218.045113,-74.301000
87468.671679,-74.136380
87719.298246,-74.118740
87969.924812,-73.983510
88220.551378,-74.253970
88471.177945,-74.101100
88721.804511,-74.106980
88972.431078,-74.271610
89223.057644,-74.024670
89473.684211,-74.083470
89724.310777,-74.142260
89974.937343,-74.201060
90225.563910,-74.124620
90476.190476,-74.183420
90726.817043,-74.048190
90977.443609,-73.971760
91228.070175,-74.148140
91478.696742,-73.971760
91729.323308,-74.183420
91979.949875,-74.195180
92230.576441,-74.165780
92481.203008,-73.942360
92731.829574,-74.206930
92982.456140,-74.230450
93233.082707,-74.136380
93483.709273,-74.142260
93734.335840,-74.154020
93984.962406,-74.154020
94235.588972,-74.054070
94486.215539,-74.342160
94736.842105,-74.348050
94987.468672,-74.218700
95238.095238,-74.059940
95488.721805,-74.230450
95739.348371,-74.295130
95989.974937,-74.348050
96240.601504,-73.477870
96491.228070,-74.289250
96741.854637,-74.259850
96992.481203,-74.400960
97243.107769,-74.336280
97493.734336,-74.101100
97744.360902,-74.165780
97994.987469,-74.248090
98245.614035,-74.083470
98496.240602,-74.142260
98746.867168,-74.136380
98997.493734,-74.353920
99248.120301,-74.201060
99498.746867,-74.424480
99749.373434,-74.306880
100000.000000,-74.395080
