# f [Hz], A [dBV]
# 
84461.152882,-85.419080
84711.779449,-85.613110
84962.406015,-85.548430
85213.032581,-85.536670
85463.659148,-85.483760
85714.285714,-85.424960
85964.912281,-85.460240
86215.538847,-85.436720
86466.165414,-85.336770
86716.791980,-85.419080
86967.418546,-85.454360
87218.045113,-85.530790
87468.671679,-85.566070
87719.298246,-85.566070
87969.924812,-85.519040
88220.551378,-85.413200
88471.177945,-85.389690
88721.804511,-85.407330
88972.431078,-85.483760
89223.057644,-85.501400
89473.684211,-85.430840
89724.310777,-85.325010
89974.937343,-85.419080
90225.563910,-85.448480
90476.190476,-85.530790
90726.817043,-85.419080
90977.443609,-85.472000
91228.070175,-85.477870
91478.696742,-85.389690
91729.323308,-85.436720
91979.949875,-85.548430
92230.576441,-85.501400
92481.203008,-85.530790
92731.829574,-85.348530
92982.456140,-85.765980
93233.082707,-85.366170
93483.709273,-85.542550
93734.335840,-85.413200
93984.962406,-85.501400
94235.588972,-85.454360
94486.215539,-85.430840
94736.842105,-85.542550
94987.468672,-85.383800
95238.095238,-85.513150
95488.721805,-85.430840
95739.348371,-85.483760
95989.974937,-85.589580
96240.601504,-85.519040
96491.228070,-85.536670
96741.854637,-85.530790
96992.481203,-85.442600
97243.107769,-85.548430
97493.734336,-85.442600
97744.360902,-85.542550
97994.987469,-85.419080
98245.614035,-85.577830
98496.240602,-85.413200
98746.867168,-85.630740
98997.493734,-85.519040
99248.120301,-85.524910
99498.746867,-85.636620
99749.373434,-85.483760
100000.000000,-85.442600
