# f [Hz], A [dBV]
# 
0.000000,-63.665010
250.626566,-71.655240
501.253133,-76.070730
751.879699,-77.005570
1002.506266,-77.658200
1253.132832,-77.916890
1503.759398,-78.146190
1754.385965,-78.193230
2005.012531,-78.187350
2255.639098,-78.093280
2506.265664,-78.240260
2756.892231,-78.204990
3007.518797,-78.351970
3258.145363,-78.228510
3508.771930,-78.422530
3759.398496,-78.105030
4010.025063,-78.069760
4260.651629,-78.293180
4511.278195,-78.005090
4761.904762,-78.099160
5012.531328,-78.058000
5263.157895,-78.234380
5513.784461,-77.940410
5764.411028,-78.246150
6015.037594,-78.069760
6265.664160,-78.210870
6516.290727,-77.975690
6766.917293,-78.005090
7017.543860,-78.063880
7268.170426,-78.105030
7518.796992,-77.905140
7769.423559,-78.075640
8020.050125,-78.028600
8270.676692,-78.046240
8521.303258,-77.881610
8771.929825,-78.187350
9022.556391,-77.928650
9273.182957,-77.928650
9523.809524,-77.834580
9774.436090,-77.916890
10025.062657,-77.705230
10275.689223,-77.881610
10526.315789,-77.922780
10776.942356,-77.775790
11027.568922,-77.716990
11278.195489,-77.716990
11528.822055,-77.752270
11779.448622,-77.558240
12030.075188,-77.581760
12280.701754,-77.658200
12531.328321,-77.646440
12781.954887,-77.734630
13032.581454,-77.617040
13283.208020,-77.581760
13533.834586,-77.758150
13784.461153,-77.693470
14035.087719,-77.816940
14285.714286,-77.493570
14536.340852,-77.605280
14786.967419,-77.540600
15037.593985,-77.540600
15288.220551,-77.493570
15538.847118,-77.546490
15789.473684,-77.528850
16040.100251,-77.487690
16290.726817,-77.399500
16541.353383,-77.440650
16791.979950,-77.528850
17042.606516,-77.417140
17293.233083,-77.411250
17543.859649,-77.117280
17794.486216,-77.258390
18045.112782,-77.487690
18295.739348,-77.217230
18546.365915,-77.258390
18796.992481,-77.352460
19047.619048,-77.334820
19298.245614,-77.522960
19548.872180,-77.246630
19799.498747,-77.152560
20050.125313,-77.364220
20300.751880,-77.205470
20551.378446,-77.393620
20802.005013,-77.093770
21052.631579,-77.311300
21303.258145,-77.187840
21553.884712,-77.252510
21804.511278,-77.252510
22055.137845,-77.093770
22305.764411,-77.187840
22556.390977,-77.034970
22807.017544,-77.023210
23057.644110,-76.964420
23308.270677,-76.905620
23558.897243,-77.046730
23809.523810,-77.164320
24060.150376,-76.987930
24310.776942,-76.976170
24561.403509,-77.058490
24812.030075,-76.870350
25062.656642,-76.999690
25313.283208,-76.964420
25563.909774,-76.917380
25814.536341,-77.076130
26065.162907,-77.117280
26315.789474,-76.852710
26566.416040,-76.805670
26817.042607,-76.823310
27067.669173,-76.846820
27318.295739,-76.741000
27568.922306,-76.699840
27819.548872,-76.882100
28070.175439,-76.729230
28320.802005,-76.999690
28571.428571,-76.823310
28822.055138,-76.735120
29072.681704,-76.729230
29323.308271,-76.799790
29573.934837,-76.823310
29824.561404,-76.688080
30075.187970,-76.552850
30325.814536,-76.776280
30576.441103,-76.476420
30827.067669,-76.735120
31077.694236,-76.588130
31328.320802,-76.582250
31578.947368,-76.488170
31829.573935,-76.670440
32080.200501,-76.582250
32330.827068,-76.623410
32581.453634,-76.558730
32832.080201,-76.282390
33082.706767,-76.458780
33333.333333,-76.552850
33583.959900,-76.411740
33834.586466,-76.523450
34085.213033,-76.364710
34335.839599,-76.329430
34586.466165,-76.388230
34837.092732,-76.435260
35087.719298,-76.211840
35338.345865,-76.488170
35588.972431,-76.229480
35839.598997,-76.323550
36090.225564,-76.382350
36340.852130,-76.188320
36591.478697,-76.011940
36842.105263,-76.264760
37092.731830,-76.276510
37343.358396,-76.129520
37593.984962,-76.411740
37844.611529,-76.194200
38095.238095,-76.182440
38345.864662,-76.200080
38596.491228,-76.258880
38847.117794,-76.088370
39097.744361,-76.352950
39348.370927,-75.964900
39598.997494,-76.000180
39849.624060,-75.847310
40100.250627,-75.941380
40350.877193,-76.006060
40601.503759,-76.100130
40852.130326,-75.753240
41102.756892,-75.929630
41353.383459,-76.017810
41604.010025,-75.959020
41854.636591,-75.788520
42105.263158,-75.923740
42355.889724,-75.835560
42606.516291,-75.800280
42857.142857,-75.847310
43107.769424,-75.923740
43358.395990,-75.676800
43609.022556,-75.682690
43859.649123,-75.700330
44110.275689,-75.688570
44360.902256,-75.729720
44611.528822,-75.794400
44862.155388,-75.676800
45112.781955,-75.835560
45363.408521,-75.618010
45614.035088,-75.494540
45864.661654,-75.588620
46115.288221,-75.747360
46365.914787,-75.518060
46616.541353,-75.629770
46867.167920,-75.500420
47117.794486,-75.441630
47368.421053,-75.512180
47619.047619,-75.453380
47869.674185,-75.488660
48120.300752,-75.553340
48370.927318,-75.235850
48621.553885,-75.688570
48872.180451,-75.400470
49122.807018,-75.453380
49373.433584,-75.618010
49624.060150,-75.412230
49874.686717,-75.512180
50125.313283,-75.653290
50375.939850,-75.459270
50626.566416,-75.494540
50877.192982,-75.465150
51127.819549,-75.353430
51378.446115,-75.447510
51629.072682,-75.353430
51879.699248,-75.535700
52130.325815,-75.435750
52380.952381,-75.453380
52631.578947,-75.518060
52882.205514,-75.570980
53132.832080,-75.200570
53383.458647,-75.347560
53634.085213,-75.447510
53884.711779,-75.429870
54135.338346,-75.471020
54385.964912,-75.371070
54636.591479,-75.353430
54887.218045,-75.394590
55137.844612,-75.376950
55388.471178,-75.365200
55639.097744,-75.400470
55889.724311,-75.318160
56140.350877,-75.394590
56390.977444,-75.294640
56641.604010,-75.441630
56892.230576,-75.159410
57142.857143,-75.382840
57393.483709,-75.482780
57644.110276,-75.206450
57894.736842,-75.376950
58145.363409,-75.300520
58395.989975,-75.406350
58646.616541,-75.394590
58897.243108,-75.277000
59147.869674,-75.300520
59398.496241,-75.265240
59649.122807,-75.200570
59899.749373,-75.294640
60150.375940,-75.153530
60401.002506,-75.194690
60651.629073,-75.088860
60902.255639,-75.124140
61152.882206,-75.388710
61403.508772,-75.288760
61654.135338,-75.165290
61904.761905,-75.065340
62155.388471,-75.300520
62406.015038,-75.224080
62656.641604,-75.135890
62907.268170,-75.188810
63157.894737,-75.188810
63408.521303,-75.118260
63659.147870,-74.912480
63909.774436,-75.077100
64160.401003,-75.047700
64411.027569,-75.053580
64661.654135,-74.853680
64912.280702,-74.642010
65162.907268,-74.918350
65413.533835,-75.135890
65664.160401,-74.894840
65914.786967,-74.818400
66165.413534,-74.941870
66416.040100,-74.988910
66666.666667,-75.071220
66917.293233,-74.965390
67167.919799,-74.965390
67418.546366,-75.100620
67669.172932,-74.994790
67919.799499,-75.012430
68170.426065,-74.877200
68421.052632,-74.800770
68671.679198,-75.024190
68922.305764,-74.906590
69172.932331,-74.883070
69423.558897,-74.847800
69674.185464,-74.935990
69924.812030,-74.824280
70175.438596,-74.883070
70426.065163,-74.800770
70676.691729,-74.724330
70927.318296,-74.988910
71177.944862,-74.759610
71428.571429,-74.771360
71679.197995,-75.071220
71929.824561,-75.030060
72180.451128,-74.771360
72431.077694,-74.930110
72681.704261,-75.077100
72932.330827,-74.747850
73182.957393,-74.894840
73433.583960,-74.906590
73684.210526,-74.800770
73934.837093,-74.753720
74185.463659,-74.883070
74436.090226,-74.759610
74686.716792,-74.841920
74937.343358,-74.794880
75187.969925,-75.018300
75438.596491,-74.883070
75689.223058,-74.959510
75939.849624,-74.847800
76190.476190,-74.994790
76441.102757,-74.747850
76691.729323,-74.965390
76942.355890,-74.853680
77192.982456,-74.789000
77443.609023,-74.794880
77694.235589,-74.812520
77944.862155,-74.859560
78195.488722,-74.765490
78446.115288,-74.741970
78696.741855,-74.706690
78947.368421,-74.865440
79197.994987,-74.647900
79448.621554,-74.847800
79699.248120,-74.794880
79949.874687,-75.012430
80200.501253,-75.012430
80451.127820,-74.988910
80701.754386,-74.783130
80952.380952,-74.806640
81203.007519,-75.012430
81453.634085,-74.753720
81704.260652,-74.800770
81954.887218,-74.924230
82205.513784,-74.830160
82456.140351,-75.006550
82706.766917,-74.865440
82957.393484,-74.959510
83208.020050,-74.836040
83458.646617,-74.841920
83709.273183,-74.994790
83959.899749,-74.859560
84210.526316,-74.853680
84461.152882,-75.000660
84711.779449,-74.771360
84962.406015,-74.700810
85213.032581,-74.771360
85463.659148,-74.718450
85714.285714,-74.730210
85964.912281,-74.553830
86215.538847,-74.918350
86466.165414,-74.918350
86716.791980,-74.777240
86967.418546,-74.824280
87218.045113,-74.712570
87468.671679,-74.918350
87719.298246,-74.783130
87969.924812,-74.753720
88220.551378,-74.871320
88471.177945,-74.777240
88721.804511,-74.824280
88972.431078,-74.930110
89223.057644,-74.741970
89473.684211,-74.712570
89724.310777,-74.800770
89974.937343,-74.694930
90225.563910,-74.859560
90476.190476,-74.618500
90726.817043,-74.694930
90977.443609,-74.724330
91228.070175,-74.918350
91478.696742,-74.700810
91729.323308,-74.777240
91979.949875,-74.859560
92230.576441,-74.747850
92481.203008,-74.647900
92731.829574,-74.659650
92982.456140,-74.941870
93233.082707,-74.606740
93483.709273,-74.647900
93734.335840,-74.841920
93984.962406,-74.777240
94235.588972,-74.647900
94486.215539,-74.818400
94736.842105,-74.683170
94987.468672,-74.783130
95238.095238,-74.694930
95488.721805,-74.800770
95739.348371,-74.859560
95989.974937,-75.000660
96240.601504,-73.877690
96491.228070,-74.924230
96741.854637,-74.700810
96992.481203,-74.959510
97243.107769,-74.900710
97493.734336,-74.841920
97744.360902,-74.924230
97994.987469,-75.035940
98245.614035,-74.747850
98496.240602,-74.818400
98746.867168,-74.777240
98997.493734,-74.689050
99248.120301,-74.853680
99498.746867,-75.024190
99749.373434,-74.771360
100000.000000,-74.988910
