# f [Hz], A [dBV]
# 
51879.699248,-67.388710
52130.325815,-67.147650
52380.952381,-67.371070
52631.578947,-67.041820
52882.205514,-67.147650
53132.832080,-67.488660
53383.458647,-67.776760
53634.085213,-67.576860
53884.711779,-67.859070
54135.338346,-67.970780
54385.964912,-68.053090
54636.591479,-68.100130
54887.218045,-68.300030
55137.844612,-68.558730
55388.471178,-68.646930
55639.097744,-68.735120
55889.724311,-68.711600
56140.350877,-68.811550
56390.977444,-68.899740
56641.604010,-69.123160
56892.230576,-69.146680
57142.857143,-69.076130
57393.483709,-69.211360
57644.110276,-69.276030
57894.736842,-69.187840
58145.363409,-69.234870
58395.989975,-69.252510
58646.616541,-69.211360
58897.243108,-69.152560
59147.869674,-69.152560
59398.496241,-69.240750
59649.122807,-69.170200
59899.749373,-69.246630
60150.375940,-69.129040
60401.002506,-69.258390
60651.629073,-69.205470
60902.255639,-69.205470
61152.882206,-69.287790
61403.508772,-69.205470
61654.135338,-69.181950
61904.761905,-69.070240
62155.388471,-69.170200
62406.015038,-69.005570
62656.641604,-68.582250
62907.268170,-68.129520
63157.894737,-68.094250
63408.521303,-68.576370
63659.147870,-68.311790
63909.774436,-68.106010
64160.401003,-67.447510
64411.027569,-67.282880
64661.654135,-67.494540
64912.280702,-65.554310
65162.907268,-66.824280
65413.533835,-67.529820
65664.160401,-67.582730
65914.786967,-67.294640
66165.413534,-67.453380
66416.040100,-67.859070
66666.666667,-67.953140
66917.293233,-68.082490
67167.919799,-67.812030
67418.546366,-67.271130
67669.172932,-67.271130
67919.799499,-67.829670
68170.426065,-68.170680
68421.052632,-67.976660
68671.679198,-68.094250
68922.305764,-67.841430
69172.932331,-67.717960
69423.558897,-67.941380
69674.185464,-67.712080
69924.812030,-67.776760
70175.438596,-68.064850
70426.065163,-67.729720
70676.691729,-67.547450
70927.318296,-67.676800
71177.944862,-67.618010
71428.571429,-67.800280
71679.197995,-68.129520
71929.824561,-68.276510
72180.451128,-68.117770
72431.077694,-68.305920
72681.704261,-68.058980
72932.330827,-68.235360
73182.957393,-68.247120
73433.583960,-68.141290
73684.210526,-68.258880
73934.837093,-68.064850
74185.463659,-67.847310
74436.090226,-68.029580
74686.716792,-68.164800
74937.343358,-68.053090
75187.969925,-68.194200
75438.596491,-68.200080
75689.223058,-68.276510
75939.849624,-68.705720
76190.476190,-68.929140
76441.102757,-68.887990
76691.729323,-68.594010
76942.355890,-68.423500
77192.982456,-67.935500
77443.609023,-68.405860
77694.235589,-68.511700
77944.862155,-68.635160
78195.488722,-68.399990
78446.115288,-67.800280
78696.741855,-68.035450
78947.368421,-68.452900
79197.994987,-68.840950
79448.621554,-69.105520
79699.248120,-68.970300
79949.874687,-69.023210
80200.501253,-69.070240
80451.127820,-68.946780
80701.754386,-69.187840
80952.380952,-69.276030
81203.007519,-69.111400
81453.634085,-69.046730
81704.260652,-69.193720
81954.887218,-69.217230
82205.513784,-69.399500
82456.140351,-69.505330
82706.766917,-69.340710
82957.393484,-69.364220
83208.020050,-69.505330
83458.646617,-69.775790
83709.273183,-69.464170
83959.899749,-69.440650
84210.526316,-69.346580
84461.152882,-69.158440
84711.779449,-69.399500
84962.406015,-69.134920
85213.032581,-69.017330
85463.659148,-69.029090
85714.285714,-68.729230
85964.912281,-68.782150
86215.538847,-68.929140
86466.165414,-68.858580
86716.791980,-69.099650
86967.418546,-69.181950
87218.045113,-68.829190
87468.671679,-69.134920
87719.298246,-69.193720
87969.924812,-69.287790
88220.551378,-69.352460
88471.177945,-69.087880
88721.804511,-69.158440
88972.431078,-69.217230
89223.057644,-68.964420
89473.684211,-68.776280
89724.310777,-68.682200
89974.937343,-68.876220
90225.563910,-69.129040
90476.190476,-69.005570
90726.817043,-68.840950
90977.443609,-68.817430
91228.070175,-69.193720
91478.696742,-69.375980
91729.323308,-69.534730
91979.949875,-69.593520
92230.576441,-69.646440
92481.203008,-69.393620
92731.829574,-69.434780
92982.456140,-69.405380
93233.082707,-69.346580
93483.709273,-69.193720
93734.335840,-68.735120
93984.962406,-68.752750
94235.588972,-68.788030
94486.215539,-69.181950
94736.842105,-69.176080
94987.468672,-69.217230
95238.095238,-68.940900
95488.721805,-69.323070
95739.348371,-69.593520
95989.974937,-69.846340
96240.601504,-69.605280
96491.228070,-70.116800
96741.854637,-69.887500
96992.481203,-69.828700
97243.107769,-69.793430
97493.734336,-69.822820
97744.360902,-69.858100
97994.987469,-69.828700
98245.614035,-69.393620
98496.240602,-69.281910
98746.867168,-69.346580
98997.493734,-69.334820
99248.120301,-69.505330
99498.746867,-69.428890
99749.373434,-69.452420
100000.000000,-69.734630
